Titulo;Autor;Interprete;Tom;Categoria;Categoria rotulo;Link da letra;Link da cifra;Link de referencia;Observacao;Ativo
TUA PALAVRA;Comunidade Católica Shalom;Comunidade Católica Shalom;D;ACLAMACAO;Aclamação ao Evangelho;https://www.cifraclub.com.br/comunidade-catolica-shalom/tua-palavra/;https://www.cifraclub.com.br/comunidade-catolica-shalom/tua-palavra/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Tua+Palavra;Aclamação / Palavra;Sim
TUDO O QUE É DO PAI, TAMBÉM É MEU;Pe. José Weber, SVD;Pe. José Weber, SVD;;COMUNHAO;Comunhão;;;https://www.youtube.com/watch?v=8LbG53_aVLw;Comunhão / Santíssima Trindade / Jo 16,15;Sim
TUDO POSSO;Adriana Arydes;Adriana Arydes;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/adriana/tudo-posso/;https://www.cifraclub.com.br/adriana/tudo-posso/;https://www.youtube.com/results?search_query=Adriana+Arydes+Tudo+Posso;Pós-comunhão / oração / ação de graças;Sim
TUDO É DO PAI;Padre Fábio de Melo;Padre Fábio de Melo;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/pe-fabio-de-melo/tudo-e-do-pai/;https://www.cifraclub.com.br/pe-fabio-de-melo/tudo-e-do-pai/;https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Tudo+É+do+Pai;Pós-comunhão / oração / ação de graças;Sim
TÃO DENTRO DE MIM;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/tao-dentro-de-mim/;https://www.cifraclub.com.br/davidson-silva/tao-dentro-de-mim/;https://www.youtube.com/results?search_query=Davidson+Silva+Tão+Dentro+de+Mim;Pós-comunhão / oração / ação de graças;Sim
TÚ ÉS O TUDO;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/tu-es-o-tudo/;https://www.cifraclub.com.br/davidson-silva/tu-es-o-tudo/;https://www.youtube.com/results?search_query=Davidson+Silva+Tú+És+o+Tudo;Pós-comunhão / oração / ação de graças;Sim
UM CERTO GALILEU - MARIA DE NAZARÉ;Pe. Zezinho, SCJ;Padre Zezinho;;MARIANA;Mariana;;;https://www.youtube.com/results?search_query=Padre+Zezinho+UM+CERTO+GALILEU+-+MARIA+DE+NAZAR%C3%89;Mariana / contemplação de Maria de Nazaré;Sim
UM CORAÇÃO PARA AMAR;Pe. Zezinho, SCJ;Padre Zezinho;G;OFERTORIO;Apresentação das Oferendas;https://www.cifraclub.com.br/padre-zezinho/um-coracao-para-amar/;https://www.cifraclub.com.br/padre-zezinho/um-coracao-para-amar/;;Apresentação das oferendas / Oferta do coração e da vida;Sim
UM CÁLICE FOI LEVANTADO;Reginaldo Veloso;Reginaldo Veloso;;COMUNHAO;Comunhão;;;https://www.youtube.com/watch?v=1rRKBzmG0xI;Comunhão / cálice e ação de graças / Hinário Litúrgico da CNBB;Sim
UM MENINO NASCEU PARA NÓS;;;;ENTRADA;Entrada;;;;Entrada / Natal - Missa do Dia;Sim
UM SÓ CORPO;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/um-so-corpo/;https://www.cifraclub.com.br/comunidade-catolica-shalom/um-so-corpo/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Um+Só+Corpo;Pós-comunhão / oração / ação de graças;Sim
UMA REVOLUÇÃO;Ministério Missionário Shalom;Ministério Missionário Shalom;;FINAL;Final;https://www.cifraclub.com.br/missionario-shalom/uma-revolucao/;https://www.cifraclub.com.br/missionario-shalom/uma-revolucao/;https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Uma+Revolução;Envio / encerramento;Sim
VAMOS CELEBRAR;"Carlos Eduardo Da Silva; Maria Eduarda Nascimento Vieira Da Cunha; Pitter Di Laura";Ministério Amor e Adoração;E;ENTRADA;Entrada;https://www.letras.mus.br/ministerio-amor-e-adoracao/1882954/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/vamos-celebrar/;https://www.youtube.com/watch?v=ikE9eCKZshs;Canto de entrada/louvor;Sim
VAMOS TODOS LOUVAR JUNTOS;"São Tomás de Aquino; Missal Romano; música: Ir. Míria T. Kolling";Ir. Míria T. Kolling;;FINAL;Final;;;https://www.youtube.com/watch?v=2wXJeC2O9AQ;Louvor final / Corpus Christi / adoração e procissão;Sim
VAMOS TODOS LOUVAR JUNTOS - FREI TELLES;"São Tomás de Aquino; Missal Romano; música: Frei Telles Ramon, O. de M.";Frei Telles Ramon, O. de M.;;FINAL;Final;;;https://www.youtube.com/watch?v=VdWDDJ2MWzo;Louvor final / Corpus Christi / adoração e procissão;Sim
VEM E NÃO DEMORES;Estevão Bruyland;CNBB / Música Litúrgica;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/watch?v=J4tr5vjOenw;Pentecostes / súplica ao Espírito Santo;Sim
VEM ESPÍRITO DE DEUS;Canção Nova;Canção Nova;;ESPIRITO_SANTO;Espírito Santo;https://www.cifraclub.com.br/cancao-nova/vem-espirito-de-deus/;https://www.cifraclub.com.br/cancao-nova/vem-espirito-de-deus/;https://www.youtube.com/results?search_query=Canção+Nova+Vem+Espírito+de+Deus;Invocação ao Espírito Santo;Sim
VEM ESPÍRITO SANTO;Davidson Silva;Davidson Silva;;SANTO;Santo;https://www.cifraclub.com.br/davidson-silva/vem-espirito-santo/;https://www.cifraclub.com.br/davidson-silva/vem-espirito-santo/;https://www.youtube.com/results?search_query=Davidson+Silva+Vem+Espírito+Santo;Santo;Sim
VEM NOS VISITAR;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/vem-nos-visitar/;https://www.cifraclub.com.br/comunidade-catolica-shalom/vem-nos-visitar/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Vem+nos+Visitar;Pós-comunhão / oração / ação de graças;Sim
VEM QUEIMAR O NOSSO CORAÇÃO;Frei Gilson;Frei Gilson;C;ESPIRITO_SANTO;Espírito Santo;https://www.letras.mus.br/frei-gilson/3143219/;https://www.cifraclub.com.br/frei-gilson/vem-queimar-o-nosso-coracao/;;Invocação ao Espírito Santo;Sim
VEM SANTÍSSIMA TRINDADE;José Acácio;José Acácio;;ENTRADA;Entrada;;;https://www.youtube.com/watch?v=B9JYvqMVnC8;Entrada / Santíssima Trindade;Sim
VEM SENHOR;Adriana Arydes;Adriana Arydes;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/adriana/vem-senhor/;https://www.cifraclub.com.br/adriana/vem-senhor/;https://www.youtube.com/results?search_query=Adriana+Arydes+Vem+Senhor;Pós-comunhão / oração / ação de graças;Sim
VEM, ESPÍRITO DE AMOR;Ministério Amor e Adoração;Ministério Amor e Adoração;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/results?search_query=Minist%C3%A9rio+Amor+e+Adora%C3%A7%C3%A3o+VEM%2C+ESP%C3%8DRITO+DE+AMOR;Invocação ao Espírito Santo / amor de Deus;Sim
VEM, ESPÍRITO DE DEUS;Repertório católico;Músicas Católicas;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VEM%2C+ESP%C3%8DRITO+DE+DEUS;Invocação ao Espírito Santo;Sim
VEM, ESPÍRITO DE LUZ;"André Zamur; Pe. Lúcio Floro";CNBB / Música Litúrgica;;FINAL;Final;;;https://www.youtube.com/watch?v=QKUQ-XR4MsU;Canto final / Pentecostes;Sim
VEM, ESPÍRITO SANTO;"Renato Borges Neto; Kito Moura";Comunidade Católica Shalom;F#;ESPIRITO_SANTO;Espírito Santo;https://www.cifraclub.com.br/comunidade-catolica-shalom/vem-espirito-santo/;https://www.cifraclub.com.br/comunidade-catolica-shalom/vem-espirito-santo/;https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+VEM%2C+ESP%C3%8DRITO+SANTO;Invocação ao Espírito Santo / oração e renovação;Sim
VEM, ESPÍRITO SANTO, VEM;Repertório católico;Músicas Católicas;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VEM%2C+ESP%C3%8DRITO+SANTO%2C+VEM;Invocação ao Espírito Santo;Sim
VEM, ESPÍRITO SANTO, VEM!;D.R.;CNBB / Música Litúrgica;;FINAL;Final;;;https://www.youtube.com/results?search_query=CNBB+%2F+M%C3%BAsica+Lit%C3%BArgica+VEM%2C+ESP%C3%8DRITO+SANTO%2C+VEM%21;Canto final / Pentecostes;Sim
VENHAM TODOS PARA A CEIA DO SENHOR;Dom Carlos A.;Dom Carlos A.;;ENTRADA;Entrada;;;;Entrada / Corpus Christi;Sim
VENHO TE ADORAR;Comunidade Católica Shalom;Comunidade Católica Shalom;;ADORACAO;Adoração;https://www.cifraclub.com.br/comunidade-catolica-shalom/venho-te-adorar/;https://www.cifraclub.com.br/comunidade-catolica-shalom/venho-te-adorar/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Venho+Te+Adorar;Adoração;Sim
VERBUM PANIS;Ministério Amor e Adoração;Ministério Amor e Adoração;Em;COMUNHAO;Comunhão;https://www.letras.mus.br/ministerio-amor-e-adoracao/1943039/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/verbum-panis/;;Comunhão / Eucaristia;Sim
VIDA;Adriana Arydes;Adriana Arydes;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/adriana/vida/;https://www.cifraclub.com.br/adriana/vida/;https://www.youtube.com/results?search_query=Adriana+Arydes+Vida;Pós-comunhão / oração / ação de graças;Sim
VINDE TODOS ADOREMOS;Ministério Amor e Adoração;Ministério Amor e Adoração;;ADORACAO;Adoração;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/vinde-todos-adoremos/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/vinde-todos-adoremos/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Vinde+Todos+Adoremos;Adoração;Sim
VINDE, ESPÍRITO SANTO;Repertório católico tradicional;Músicas Católicas;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VINDE%2C+ESP%C3%8DRITO+SANTO;Invocação ao Espírito Santo;Sim
VINDE, ESPÍRITO SANTO, ENCHEI OS CORAÇÕES;Repertório católico tradicional;Músicas Católicas;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VINDE%2C+ESP%C3%8DRITO+SANTO%2C+ENCHEI+OS+CORA%C3%87%C3%95ES;Invocação tradicional ao Espírito Santo;Sim
VINDE, Ó ESPÍRITO SANTO;Sequência litúrgica / repertório católico;Músicas Católicas;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VINDE%2C+%C3%93+ESP%C3%8DRITO+SANTO;Pentecostes / sequência e invocação;Sim
VINDES TODOS ADOREMOS;Ministério Amor e Adoração;Ministério Amor e Adoração;;ADORACAO;Adoração;;;https://www.youtube.com/results?search_query=Minist%C3%A9rio+Amor+e+Adora%C3%A7%C3%A3o+VINDES+TODOS+ADOREMOS;Adoração / convite à adoração;Sim
VIVA A MÃE DE DEUS E NOSSA;Repertório católico tradicional;Músicas Católicas;;MARIANA;Mariana;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+VIVA+A+M%C3%83E+DE+DEUS+E+NOSSA;Mariana / Nossa Senhora Aparecida;Sim
VIVA CRISTO, NA HÓSTIA SAGRADA;CNBB / Música Litúrgica;CNBB / Música Litúrgica;;FINAL;Final;;;https://www.youtube.com/watch?v=CgYUN2Ju-1Q;Louvor final / Corpus Christi / adoração;Sim
VIVER DE AMOR;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/viver-de-amor/;https://www.cifraclub.com.br/comunidade-catolica-shalom/viver-de-amor/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Viver+de+Amor;Pós-comunhão / oração / ação de graças;Sim
VIVER E MORRER;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/viver-e-morrer/;https://www.cifraclub.com.br/comunidade-catolica-shalom/viver-e-morrer/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Viver+e+Morrer;Pós-comunhão / oração / ação de graças;Sim
VIVER PRA MIM É CRISTO;Padre Fábio de Melo;Padre Fábio de Melo;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/pe-fabio-de-melo/viver-pra-mim-e-cristo/;https://www.cifraclub.com.br/pe-fabio-de-melo/viver-pra-mim-e-cristo/;https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Viver+Pra+Mim+É+Cristo;Pós-comunhão / oração / ação de graças;Sim
VIVO DE MISERICÓRDIA;Comunidade Católica Shalom;Comunidade Católica Shalom;;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/comunidade-catolica-shalom/vivo-de-misericordia/;https://www.cifraclub.com.br/comunidade-catolica-shalom/vivo-de-misericordia/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Vivo+de+Misericórdia;Ato penitencial;Sim
VOCÊS SÃO DE DEUS, FILHOS;Pe. Geraldo Leite;Pe. Geraldo Leite;;COMUNHAO;Comunhão;;;https://www.youtube.com/watch?v=kQkLb16RyjY;Comunhão / Santíssima Trindade / Hinário Litúrgico da CNBB;Sim
VOLTEI;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/voltei/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/voltei/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Voltei;Pós-comunhão / oração / ação de graças;Sim
VOU CANTAR TEU AMOR;Padre Fábio de Melo;Padre Fábio de Melo;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/pe-fabio-de-melo/vou-cantar-teu-amor/;https://www.cifraclub.com.br/pe-fabio-de-melo/vou-cantar-teu-amor/;https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Vou+Cantar+Teu+Amor;Pós-comunhão / oração / ação de graças;Sim
VOU SUBIR MAIS ALTO;Ministério Amor e Adoração;Ministério Amor e Adoração;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/vou-subir-mais-alto/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/vou-subir-mais-alto/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Vou+Subir+Mais+Alto;Pós-comunhão / oração / ação de graças;Sim
VOU VOAR;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/vou-voar/;https://www.cifraclub.com.br/comunidade-catolica-shalom/vou-voar/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Vou+Voar;Pós-comunhão / oração / ação de graças;Sim
VOU VOLTAR;Davidson Silva;Davidson Silva;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/davidson-silva/vou-voltar/;https://www.cifraclub.com.br/davidson-silva/vou-voltar/;https://www.youtube.com/results?search_query=Davidson+Silva+Vou+Voltar;Pós-comunhão / oração / ação de graças;Sim
VÓS SOIS DIGNO, SENHOR NOSSO DEUS;;;;ENTRADA;Entrada;;;https://www.youtube.com/watch?v=CUkN5uEQVo0;Entrada / Corpus Christi;Sim
VÓS SOIS O CAMINHO, A VERDADE, A VIDA;Pe. A. Vigne;CNBB / Música Litúrgica;;COMUNHAO;Comunhão;;;https://www.youtube.com/watch?v=bW0aOJBPKtc;Comunhão / Cristo caminho, verdade e vida;Sim
VÓS TODAS AS OBRAS DO SENHOR;Joseph Gelineau;Joseph Gelineau;;COMUNHAO;Comunhão;;;;Comunhão / Santos Arcanjos / Daniel 3,57-88;Sim
À CASA DO PAI;Comunidade Católica Shalom;Comunidade Católica Shalom;;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/comunidade-catolica-shalom/a-casa-do-pai/;https://www.cifraclub.com.br/comunidade-catolica-shalom/a-casa-do-pai/;https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+À+Casa+do+Pai;Pós-comunhão / oração / ação de graças;Sim
É COMO A CHUVA QUE LAVA;Padre Zezinho;Padre Zezinho;;ENTRADA;Entrada;;;;Entrada / Palavra de Deus;Sim
É GRANDE O SENHOR;"José Thomaz Filho; música: Frei Fabreti, OFM";Frei Fabreti, OFM;;OFERTORIO;Apresentação das Oferendas;;;;Apresentação das oferendas / Assunção de Nossa Senhora;Sim
É TEMPO DE CONVERSÃO;Canção Nova;Canção Nova;;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/cancao-nova/e-tempo-de-conversao/;https://www.cifraclub.com.br/cancao-nova/e-tempo-de-conversao/;https://www.youtube.com/results?search_query=Canção+Nova+É+Tempo+de+Conversão;Ato penitencial;Sim
ÉS A ESCOLHIDA;Ministério Amor e Adoração;Ministério Amor e Adoração;;MARIANA;Mariana;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/es-a-escolhida/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/es-a-escolhida/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+És+a+Escolhida;Mariana;Sim
ÉS A MINHA MÃE;Ministério Amor e Adoração;Ministério Amor e Adoração;;MARIANA;Mariana;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/es-a-minha-mae/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/es-a-minha-mae/;https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+És+a+Minha+Mãe;Mariana;Sim
ÉS A NOSSA VIDA;Ministério Missionário Shalom;Ministério Missionário Shalom;D;POS_COMUNHAO;Pós-Comunhão / Ação de Graças;https://www.cifraclub.com.br/missionario-shalom/es-a-nossa-vida/;https://www.cifraclub.com.br/missionario-shalom/es-a-nossa-vida/;https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+És+a+Nossa+Vida;Pós-comunhão / oração / ação de graças;Sim
Ó DEUS VIVO;Pe. José Weber;Pe. José Weber;;ENTRADA;Entrada;;;https://www.youtube.com/watch?v=fHWfyVu-pdo;Entrada / Santíssima Trindade;Sim
Ó MARIA CONCEBIDA SEM PECADO;Repertório católico tradicional;Músicas Católicas;;MARIANA;Mariana;;;https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+%C3%93+MARIA+CONCEBIDA+SEM+PECADO;Mariana / Imaculada Conceição;Sim
Ó PAI QUE PELO ESPÍRITO;Frei Fabreti, OFM;CNBB / Música Litúrgica;;OFERTORIO;Apresentação das Oferendas;;;https://www.youtube.com/watch?v=gOLwiuzlwoc;Apresentação das oferendas / Pentecostes;Sim
Ó SENHOR, TENDE PIEDADE;Ministério Amor e Adoração;Ministério Amor e Adoração;D;ATO_PENITENCIAL;Ato Penitencial;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-senhor-tende-piedade/;https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-senhor-tende-piedade/;;Ato penitencial;Sim
Ó VEM, DIVINO CRIADOR;Jaci Maraschin;CNBB / Música Litúrgica;;ESPIRITO_SANTO;Espírito Santo;;;https://www.youtube.com/watch?v=C7Svq83HlYE;Pentecostes / invocação ao Espírito Criador;Sim
